,sample_id,label
106,TEST_0106,0
107,TEST_0107,1
108,TEST_0108,0
109,TEST_0109,0
110,TEST_0110,0
111,TEST_0111,0
112,TEST_0112,0
113,TEST_0113,0
114,TEST_0114,1
115,TEST_0115,0
116,TEST_0116,1
117,TEST_0117,0
118,TEST_0118,0
119,TEST_0119,0
120,TEST_0120,1
121,TEST_0121,2
122,TEST_0122,0
123,TEST_0123,0
124,TEST_0124,0
125,TEST_0125,0
126,TEST_0126,0
127,TEST_0127,0
128,TEST_0128,1
129,TEST_0129,2
130,TEST_0130,0
131,TEST_0131,0
132,TEST_0132,0
133,TEST_0133,0
134,TEST_0134,0
135,TEST_0135,0
136,TEST_0136,0
137,TEST_0137,0
138,TEST_0138,0
139,TEST_0139,0
140,TEST_0140,0
141,TEST_0141,0
142,TEST_0142,1
143,TEST_0143,0
144,TEST_0144,0
145,TEST_0145,1
146,TEST_0146,0
147,TEST_0147,0
148,TEST_0148,1
149,TEST_0149,0
150,TEST_0150,0
151,TEST_0151,0
152,TEST_0152,0
153,TEST_0153,0
154,TEST_0154,0
155,TEST_0155,0
156,TEST_0156,1
157,TEST_0157,0
158,TEST_0158,0
159,TEST_0159,1
160,TEST_0160,0
161,TEST_0161,2
162,TEST_0162,0
163,TEST_0163,0
164,TEST_0164,0
165,TEST_0165,1
166,TEST_0166,0
167,TEST_0167,0
168,TEST_0168,0
169,TEST_0169,0
170,TEST_0170,0
171,TEST_0171,0
172,TEST_0172,0
173,TEST_0173,0
174,TEST_0174,0
175,TEST_0175,0
176,TEST_0176,2
177,TEST_0177,0
178,TEST_0178,0
179,TEST_0179,0
180,TEST_0180,2
181,TEST_0181,1
182,TEST_0182,1
183,TEST_0183,1
184,TEST_0184,0
185,TEST_0185,0
186,TEST_0186,0
187,TEST_0187,0
188,TEST_0188,1
189,TEST_0189,0
190,TEST_0190,0
191,TEST_0191,0
192,TEST_0192,1
193,TEST_0193,0
194,TEST_0194,2
195,TEST_0195,0
196,TEST_0196,0
197,TEST_0197,0
198,TEST_0198,0
199,TEST_0199,1
200,TEST_0200,1
201,TEST_0201,0
202,TEST_0202,0
203,TEST_0203,0
204,TEST_0204,0
205,TEST_0205,0
206,TEST_0206,0
207,TEST_0207,0
208,TEST_0208,0
209,TEST_0209,0
210,TEST_0210,0
211,TEST_0211,0
212,TEST_0212,1
213,TEST_0213,0
214,TEST_0214,0
215,TEST_0215,0
216,TEST_0216,0
217,TEST_0217,0
218,TEST_0218,0
219,TEST_0219,0
220,TEST_0220,0
221,TEST_0221,0
222,TEST_0222,0
223,TEST_0223,0
224,TEST_0224,1
225,TEST_0225,0
226,TEST_0226,0
227,TEST_0227,0
228,TEST_0228,0
229,TEST_0229,0
230,TEST_0230,0
231,TEST_0231,0
232,TEST_0232,1
233,TEST_0233,1
234,TEST_0234,0
235,TEST_0235,0
236,TEST_0236,1
237,TEST_0237,0
238,TEST_0238,0
239,TEST_0239,0
240,TEST_0240,1
241,TEST_0241,0
242,TEST_0242,0
243,TEST_0243,0
244,TEST_0244,0
245,TEST_0245,0
246,TEST_0246,1
247,TEST_0247,0
248,TEST_0248,0
249,TEST_0249,0
250,TEST_0250,0
251,TEST_0251,1
252,TEST_0252,0
253,TEST_0253,1
254,TEST_0254,0
255,TEST_0255,0
256,TEST_0256,0
257,TEST_0257,1
258,TEST_0258,0
259,TEST_0259,0
260,TEST_0260,0
261,TEST_0261,0
262,TEST_0262,1
263,TEST_0263,0
264,TEST_0264,1
265,TEST_0265,0
266,TEST_0266,0
267,TEST_0267,0
268,TEST_0268,0
269,TEST_0269,1
270,TEST_0270,2
271,TEST_0271,0
272,TEST_0272,1
273,TEST_0273,0
274,TEST_0274,0
275,TEST_0275,2
276,TEST_0276,0
277,TEST_0277,0
278,TEST_0278,0
279,TEST_0279,1
280,TEST_0280,0
281,TEST_0281,0
282,TEST_0282,0
283,TEST_0283,0
284,TEST_0284,1
285,TEST_0285,0
286,TEST_0286,0
287,TEST_0287,1
288,TEST_0288,0
289,TEST_0289,1
290,TEST_0290,0
291,TEST_0291,0
292,TEST_0292,0
293,TEST_0293,0
294,TEST_0294,0
295,TEST_0295,0
296,TEST_0296,1
297,TEST_0297,0
298,TEST_0298,0
299,TEST_0299,0
300,TEST_0300,0
301,TEST_0301,0
302,TEST_0302,0
303,TEST_0303,0
304,TEST_0304,0
305,TEST_0305,1
306,TEST_0306,1
307,TEST_0307,0
308,TEST_0308,1
309,TEST_0309,0
310,TEST_0310,1
311,TEST_0311,0
312,TEST_0312,0
313,TEST_0313,0
314,TEST_0314,1
315,TEST_0315,1
316,TEST_0316,0
317,TEST_0317,0
318,TEST_0318,1
319,TEST_0319,0
320,TEST_0320,0
321,TEST_0321,0
322,TEST_0322,1
323,TEST_0323,0
324,TEST_0324,0
325,TEST_0325,0
326,TEST_0326,1
327,TEST_0327,1
328,TEST_0328,0
329,TEST_0329,2
330,TEST_0330,0
331,TEST_0331,2
332,TEST_0332,1
333,TEST_0333,0
334,TEST_0334,0
335,TEST_0335,0
336,TEST_0336,1
337,TEST_0337,0
338,TEST_0338,0
339,TEST_0339,0
340,TEST_0340,1
341,TEST_0341,0
342,TEST_0342,0
343,TEST_0343,0
344,TEST_0344,1
345,TEST_0345,0
346,TEST_0346,1
347,TEST_0347,0
348,TEST_0348,1
349,TEST_0349,0
350,TEST_0350,0
351,TEST_0351,1
352,TEST_0352,0
353,TEST_0353,0
354,TEST_0354,0
355,TEST_0355,1
356,TEST_0356,1
357,TEST_0357,0
358,TEST_0358,1
359,TEST_0359,0
360,TEST_0360,0
361,TEST_0361,0
362,TEST_0362,0
363,TEST_0363,0
364,TEST_0364,0
365,TEST_0365,0
366,TEST_0366,0
367,TEST_0367,0
368,TEST_0368,1
369,TEST_0369,0
370,TEST_0370,0
371,TEST_0371,2
372,TEST_0372,1
373,TEST_0373,1
374,TEST_0374,1
375,TEST_0375,1
376,TEST_0376,0
377,TEST_0377,0
378,TEST_0378,0
379,TEST_0379,0
380,TEST_0380,0
381,TEST_0381,0
382,TEST_0382,0
383,TEST_0383,0
384,TEST_0384,0
385,TEST_0385,1
386,TEST_0386,2
387,TEST_0387,1
388,TEST_0388,1
389,TEST_0389,0
390,TEST_0390,0
391,TEST_0391,0
392,TEST_0392,0
393,TEST_0393,0
394,TEST_0394,1
395,TEST_0395,0
396,TEST_0396,0
397,TEST_0397,1
398,TEST_0398,0
399,TEST_0399,0
400,TEST_0400,0
401,TEST_0401,0
402,TEST_0402,0
403,TEST_0403,0
404,TEST_0404,0
405,TEST_0405,0
406,TEST_0406,0
407,TEST_0407,1
408,TEST_0408,0
409,TEST_0409,0
410,TEST_0410,0
411,TEST_0411,0
412,TEST_0412,0
413,TEST_0413,0
414,TEST_0414,0
415,TEST_0415,0
416,TEST_0416,0
417,TEST_0417,0
418,TEST_0418,1
419,TEST_0419,0
420,TEST_0420,0
421,TEST_0421,0
422,TEST_0422,0
423,TEST_0423,0
424,TEST_0424,0
425,TEST_0425,0
426,TEST_0426,0
427,TEST_0427,1
428,TEST_0428,1
429,TEST_0429,0
430,TEST_0430,0
431,TEST_0431,0
432,TEST_0432,0
433,TEST_0433,0
434,TEST_0434,0
435,TEST_0435,0
436,TEST_0436,0
437,TEST_0437,0
438,TEST_0438,0
439,TEST_0439,1
440,TEST_0440,1
441,TEST_0441,0
442,TEST_0442,1
443,TEST_0443,0
444,TEST_0444,0
445,TEST_0445,1
446,TEST_0446,0
447,TEST_0447,0
448,TEST_0448,0
449,TEST_0449,0
450,TEST_0450,0
451,TEST_0451,0
452,TEST_0452,1
453,TEST_0453,0
454,TEST_0454,0
455,TEST_0455,0
456,TEST_0456,0
457,TEST_0457,0
458,TEST_0458,0
459,TEST_0459,1
460,TEST_0460,0
461,TEST_0461,0
462,TEST_0462,0
463,TEST_0463,0
464,TEST_0464,0
465,TEST_0465,0
466,TEST_0466,1
467,TEST_0467,0
468,TEST_0468,0
469,TEST_0469,0
470,TEST_0470,0
471,TEST_0471,0
472,TEST_0472,1
473,TEST_0473,0
474,TEST_0474,0
475,TEST_0475,0
476,TEST_0476,0
477,TEST_0477,0
478,TEST_0478,0
479,TEST_0479,0
480,TEST_0480,0
481,TEST_0481,0
482,TEST_0482,0
483,TEST_0483,0
484,TEST_0484,0
485,TEST_0485,1
486,TEST_0486,0
487,TEST_0487,1
488,TEST_0488,0
489,TEST_0489,0
490,TEST_0490,0
491,TEST_0491,0
492,TEST_0492,0
493,TEST_0493,0
494,TEST_0494,0
495,TEST_0495,0
496,TEST_0496,0
497,TEST_0497,0
498,TEST_0498,1
499,TEST_0499,0
500,TEST_0500,0
501,TEST_0501,1
502,TEST_0502,1
503,TEST_0503,0
504,TEST_0504,0
505,TEST_0505,1
506,TEST_0506,0
507,TEST_0507,0
508,TEST_0508,0
509,TEST_0509,0
510,TEST_0510,1
511,TEST_0511,0
512,TEST_0512,0
513,TEST_0513,0
514,TEST_0514,0
515,TEST_0515,0
516,TEST_0516,0
517,TEST_0517,0
518,TEST_0518,0
519,TEST_0519,0
520,TEST_0520,0
521,TEST_0521,1
522,TEST_0522,0
523,TEST_0523,0
524,TEST_0524,2
525,TEST_0525,0
526,TEST_0526,2
527,TEST_0527,0
528,TEST_0528,0
529,TEST_0529,2
530,TEST_0530,0
531,TEST_0531,0
532,TEST_0532,0
533,TEST_0533,2
534,TEST_0534,0
535,TEST_0535,0
536,TEST_0536,0
537,TEST_0537,0
538,TEST_0538,0
539,TEST_0539,0
540,TEST_0540,0
541,TEST_0541,2
542,TEST_0542,0
543,TEST_0543,0
544,TEST_0544,0
545,TEST_0545,0
546,TEST_0546,1
547,TEST_0547,0
548,TEST_0548,0
549,TEST_0549,1
550,TEST_0550,0
551,TEST_0551,1
552,TEST_0552,0
553,TEST_0553,0
554,TEST_0554,0
555,TEST_0555,0
556,TEST_0556,0
557,TEST_0557,0
558,TEST_0558,1
559,TEST_0559,0
560,TEST_0560,0
561,TEST_0561,0
562,TEST_0562,0
563,TEST_0563,0
564,TEST_0564,0
565,TEST_0565,0
566,TEST_0566,0
567,TEST_0567,0
568,TEST_0568,0
569,TEST_0569,0
570,TEST_0570,1
571,TEST_0571,1
572,TEST_0572,0
573,TEST_0573,0
574,TEST_0574,0
575,TEST_0575,0
576,TEST_0576,1
577,TEST_0577,0
578,TEST_0578,0
579,TEST_0579,1
580,TEST_0580,0
581,TEST_0581,0
582,TEST_0582,1
583,TEST_0583,1
584,TEST_0584,0
585,TEST_0585,0
586,TEST_0586,1
587,TEST_0587,1
588,TEST_0588,0
589,TEST_0589,0
590,TEST_0590,0
591,TEST_0591,0
592,TEST_0592,1
593,TEST_0593,0
594,TEST_0594,1
595,TEST_0595,0
596,TEST_0596,0
597,TEST_0597,1
598,TEST_0598,0
599,TEST_0599,2
600,TEST_0600,0
601,TEST_0601,0
602,TEST_0602,0
603,TEST_0603,1
604,TEST_0604,0
605,TEST_0605,0
606,TEST_0606,0
607,TEST_0607,0
608,TEST_0608,0
609,TEST_0609,0
610,TEST_0610,0
611,TEST_0611,1
612,TEST_0612,0
613,TEST_0613,1
614,TEST_0614,0
615,TEST_0615,0
616,TEST_0616,0
617,TEST_0617,1
618,TEST_0618,0
619,TEST_0619,1
620,TEST_0620,0
621,TEST_0621,0
622,TEST_0622,1
623,TEST_0623,0
624,TEST_0624,0
625,TEST_0625,0
626,TEST_0626,0
627,TEST_0627,0
628,TEST_0628,0
629,TEST_0629,0
630,TEST_0630,1
631,TEST_0631,0
632,TEST_0632,0
633,TEST_0633,0
634,TEST_0634,2
635,TEST_0635,0
636,TEST_0636,1
637,TEST_0637,1
638,TEST_0638,0
639,TEST_0639,1
640,TEST_0640,1
641,TEST_0641,0
642,TEST_0642,0
643,TEST_0643,1
644,TEST_0644,0
645,TEST_0645,0
646,TEST_0646,1
647,TEST_0647,0
648,TEST_0648,0
649,TEST_0649,0
650,TEST_0650,1
651,TEST_0651,0
652,TEST_0652,0
653,TEST_0653,0
654,TEST_0654,1
655,TEST_0655,0
656,TEST_0656,0
657,TEST_0657,0
658,TEST_0658,0
659,TEST_0659,0
660,TEST_0660,1
661,TEST_0661,0
662,TEST_0662,0
663,TEST_0663,0
664,TEST_0664,0
665,TEST_0665,0
666,TEST_0666,0
667,TEST_0667,0
668,TEST_0668,0
669,TEST_0669,0
670,TEST_0670,1
671,TEST_0671,1
672,TEST_0672,0
673,TEST_0673,0
674,TEST_0674,0
675,TEST_0675,1
676,TEST_0676,0
677,TEST_0677,0
678,TEST_0678,1
679,TEST_0679,2
680,TEST_0680,0
681,TEST_0681,0
682,TEST_0682,0
683,TEST_0683,0
684,TEST_0684,0
685,TEST_0685,0
686,TEST_0686,0
687,TEST_0687,0
688,TEST_0688,0
689,TEST_0689,1
690,TEST_0690,0
691,TEST_0691,0
692,TEST_0692,0
693,TEST_0693,1
694,TEST_0694,0
695,TEST_0695,0
696,TEST_0696,0
697,TEST_0697,0
698,TEST_0698,0
699,TEST_0699,0
700,TEST_0700,0
701,TEST_0701,0
702,TEST_0702,0
703,TEST_0703,0
704,TEST_0704,0
705,TEST_0705,0
706,TEST_0706,0
707,TEST_0707,0
708,TEST_0708,0
709,TEST_0709,0
710,TEST_0710,0
711,TEST_0711,0
712,TEST_0712,1
713,TEST_0713,1
714,TEST_0714,0
715,TEST_0715,1
716,TEST_0716,0
717,TEST_0717,0
718,TEST_0718,0
719,TEST_0719,0
720,TEST_0720,0
721,TEST_0721,0
722,TEST_0722,0
723,TEST_0723,1
724,TEST_0724,0
725,TEST_0725,0
726,TEST_0726,0
727,TEST_0727,1
728,TEST_0728,0
729,TEST_0729,0
730,TEST_0730,1
731,TEST_0731,0
732,TEST_0732,1
733,TEST_0733,0
734,TEST_0734,0
735,TEST_0735,1
736,TEST_0736,2
737,TEST_0737,0
738,TEST_0738,0
739,TEST_0739,0
740,TEST_0740,0
741,TEST_0741,2
742,TEST_0742,0
743,TEST_0743,0
744,TEST_0744,0
745,TEST_0745,0
746,TEST_0746,0
747,TEST_0747,0
748,TEST_0748,1
749,TEST_0749,0
750,TEST_0750,0
751,TEST_0751,0
752,TEST_0752,0
753,TEST_0753,0
754,TEST_0754,1
755,TEST_0755,0
756,TEST_0756,0
757,TEST_0757,0
758,TEST_0758,0
759,TEST_0759,0
760,TEST_0760,0
761,TEST_0761,0
762,TEST_0762,0
763,TEST_0763,0
764,TEST_0764,0
765,TEST_0765,0
766,TEST_0766,0
767,TEST_0767,0
768,TEST_0768,0
769,TEST_0769,0
770,TEST_0770,1
771,TEST_0771,0
772,TEST_0772,0
773,TEST_0773,1
774,TEST_0774,1
775,TEST_0775,0
776,TEST_0776,0
777,TEST_0777,0
778,TEST_0778,0
779,TEST_0779,0
780,TEST_0780,0
781,TEST_0781,1
782,TEST_0782,1
783,TEST_0783,0
784,TEST_0784,1
785,TEST_0785,2
786,TEST_0786,0
787,TEST_0787,0
788,TEST_0788,0
789,TEST_0789,0
790,TEST_0790,0
791,TEST_0791,0
792,TEST_0792,1
793,TEST_0793,0
794,TEST_0794,0
795,TEST_0795,0
796,TEST_0796,1
797,TEST_0797,0
798,TEST_0798,0
799,TEST_0799,0
800,TEST_0800,0
801,TEST_0801,0
802,TEST_0802,1
803,TEST_0803,1
804,TEST_0804,0
805,TEST_0805,1
806,TEST_0806,0
807,TEST_0807,0
808,TEST_0808,0
809,TEST_0809,0
810,TEST_0810,0
811,TEST_0811,0
812,TEST_0812,1
813,TEST_0813,0
814,TEST_0814,0
815,TEST_0815,1
816,TEST_0816,0
817,TEST_0817,0
818,TEST_0818,0
819,TEST_0819,0
820,TEST_0820,0
821,TEST_0821,1
822,TEST_0822,0
823,TEST_0823,1
824,TEST_0824,0
825,TEST_0825,0
826,TEST_0826,0
827,TEST_0827,1
828,TEST_0828,0
829,TEST_0829,0
830,TEST_0830,0
831,TEST_0831,0
832,TEST_0832,0
833,TEST_0833,0
834,TEST_0834,0
835,TEST_0835,0
836,TEST_0836,0
837,TEST_0837,2
838,TEST_0838,0
839,TEST_0839,0
840,TEST_0840,0
841,TEST_0841,0
842,TEST_0842,1
843,TEST_0843,2
844,TEST_0844,1
845,TEST_0845,0
846,TEST_0846,1
847,TEST_0847,0
848,TEST_0848,1
849,TEST_0849,2
850,TEST_0850,0
851,TEST_0851,0
852,TEST_0852,0
853,TEST_0853,0
854,TEST_0854,0
855,TEST_0855,2
856,TEST_0856,0
857,TEST_0857,0
858,TEST_0858,0
859,TEST_0859,0
860,TEST_0860,0
861,TEST_0861,0
862,TEST_0862,0
863,TEST_0863,0
864,TEST_0864,0
865,TEST_0865,0
866,TEST_0866,0
867,TEST_0867,0
868,TEST_0868,1
869,TEST_0869,1
870,TEST_0870,0
871,TEST_0871,0
872,TEST_0872,0
873,TEST_0873,0
874,TEST_0874,0
875,TEST_0875,0
876,TEST_0876,2
877,TEST_0877,0
878,TEST_0878,0
879,TEST_0879,0
880,TEST_0880,0
881,TEST_0881,0
882,TEST_0882,0
883,TEST_0883,1
884,TEST_0884,0
885,TEST_0885,0
886,TEST_0886,0
887,TEST_0887,1
888,TEST_0888,0
889,TEST_0889,0
890,TEST_0890,1
891,TEST_0891,1
892,TEST_0892,1
893,TEST_0893,1
894,TEST_0894,1
895,TEST_0895,2
896,TEST_0896,0
897,TEST_0897,0
898,TEST_0898,0
899,TEST_0899,1
900,TEST_0900,0
901,TEST_0901,0
902,TEST_0902,0
903,TEST_0903,0
904,TEST_0904,0
905,TEST_0905,0
906,TEST_0906,0
907,TEST_0907,0
908,TEST_0908,0
909,TEST_0909,1
910,TEST_0910,0
911,TEST_0911,0
912,TEST_0912,0
913,TEST_0913,1
914,TEST_0914,0
915,TEST_0915,0
916,TEST_0916,0
917,TEST_0917,0
918,TEST_0918,1
919,TEST_0919,0
920,TEST_0920,0
921,TEST_0921,0
922,TEST_0922,0
923,TEST_0923,0
924,TEST_0924,2
925,TEST_0925,1
926,TEST_0926,0
927,TEST_0927,0
928,TEST_0928,0
929,TEST_0929,0
930,TEST_0930,1
931,TEST_0931,0
932,TEST_0932,0
933,TEST_0933,0
934,TEST_0934,0
935,TEST_0935,0
936,TEST_0936,1
937,TEST_0937,0
938,TEST_0938,1
939,TEST_0939,0
940,TEST_0940,1
941,TEST_0941,1
942,TEST_0942,0
943,TEST_0943,0
944,TEST_0944,0
945,TEST_0945,0
946,TEST_0946,0
947,TEST_0947,0
948,TEST_0948,0
949,TEST_0949,0
950,TEST_0950,0
951,TEST_0951,2
952,TEST_0952,0
953,TEST_0953,0
954,TEST_0954,0
955,TEST_0955,0
956,TEST_0956,0
957,TEST_0957,0
958,TEST_0958,0
959,TEST_0959,0
960,TEST_0960,0
961,TEST_0961,0
962,TEST_0962,0
963,TEST_0963,0
964,TEST_0964,1
965,TEST_0965,0
966,TEST_0966,0
967,TEST_0967,0
968,TEST_0968,0
969,TEST_0969,0
970,TEST_0970,0
971,TEST_0971,0
972,TEST_0972,0
973,TEST_0973,0
974,TEST_0974,0
975,TEST_0975,0
976,TEST_0976,1
977,TEST_0977,1
978,TEST_0978,0
979,TEST_0979,0
980,TEST_0980,0
981,TEST_0981,0
982,TEST_0982,1
983,TEST_0983,0
984,TEST_0984,0
985,TEST_0985,0
986,TEST_0986,0
987,TEST_0987,0
988,TEST_0988,0
989,TEST_0989,0
990,TEST_0990,0
991,TEST_0991,0
992,TEST_0992,0
993,TEST_0993,0
994,TEST_0994,0
995,TEST_0995,0
996,TEST_0996,0
997,TEST_0997,0
998,TEST_0998,0
999,TEST_0999,0
1000,TEST_1000,0
1001,TEST_1001,0
1002,TEST_1002,0
1003,TEST_1003,1
1004,TEST_1004,0
1005,TEST_1005,1
1006,TEST_1006,1
1007,TEST_1007,0
1008,TEST_1008,1
1009,TEST_1009,0
1010,TEST_1010,0
1011,TEST_1011,0
1012,TEST_1012,0
1013,TEST_1013,0
1014,TEST_1014,0
1015,TEST_1015,0
1016,TEST_1016,0
1017,TEST_1017,0
1018,TEST_1018,0
1019,TEST_1019,0
1020,TEST_1020,2
1021,TEST_1021,0
1022,TEST_1022,0
1023,TEST_1023,2
1024,TEST_1024,0
1025,TEST_1025,0
1026,TEST_1026,0
1027,TEST_1027,2
1028,TEST_1028,0
1029,TEST_1029,0
1030,TEST_1030,0
1031,TEST_1031,0
1032,TEST_1032,2
1033,TEST_1033,0
1034,TEST_1034,0
1035,TEST_1035,0
1036,TEST_1036,0
1037,TEST_1037,1
1038,TEST_1038,0
1039,TEST_1039,0
1040,TEST_1040,1
1041,TEST_1041,2
1042,TEST_1042,0
1043,TEST_1043,0
1044,TEST_1044,0
1045,TEST_1045,0
1046,TEST_1046,0
1047,TEST_1047,0
1048,TEST_1048,0
1049,TEST_1049,0
1050,TEST_1050,0
1051,TEST_1051,0
1052,TEST_1052,0
1053,TEST_1053,0
1054,TEST_1054,1
1055,TEST_1055,0
1056,TEST_1056,2
1057,TEST_1057,0
1058,TEST_1058,2
1059,TEST_1059,0
1060,TEST_1060,1
1061,TEST_1061,1
1062,TEST_1062,0
1063,TEST_1063,0
1064,TEST_1064,0
1065,TEST_1065,1
1066,TEST_1066,0
1067,TEST_1067,0
1068,TEST_1068,0
1069,TEST_1069,0
1070,TEST_1070,0
1071,TEST_1071,0
1072,TEST_1072,0
1073,TEST_1073,1
1074,TEST_1074,0
1075,TEST_1075,0
1076,TEST_1076,1
1077,TEST_1077,0
1078,TEST_1078,0
1079,TEST_1079,1
1080,TEST_1080,0
1081,TEST_1081,0
1082,TEST_1082,0
1083,TEST_1083,1
1084,TEST_1084,0
1085,TEST_1085,0
1086,TEST_1086,0
1087,TEST_1087,0
1088,TEST_1088,0
1089,TEST_1089,0
1090,TEST_1090,1
1091,TEST_1091,0
1092,TEST_1092,0
1093,TEST_1093,0
1094,TEST_1094,0
1095,TEST_1095,0
1096,TEST_1096,0
1097,TEST_1097,0
1098,TEST_1098,0
1099,TEST_1099,1
1100,TEST_1100,2
1101,TEST_1101,0
1102,TEST_1102,0
1103,TEST_1103,1
1104,TEST_1104,0
1105,TEST_1105,1
1106,TEST_1106,2
1107,TEST_1107,0
1108,TEST_1108,0
1109,TEST_1109,0
1110,TEST_1110,0
1111,TEST_1111,0
1112,TEST_1112,0
1113,TEST_1113,0
1114,TEST_1114,2
1115,TEST_1115,0
1116,TEST_1116,0
1117,TEST_1117,0
1118,TEST_1118,0
1119,TEST_1119,2
1120,TEST_1120,0
1121,TEST_1121,0
1122,TEST_1122,0
1123,TEST_1123,0
1124,TEST_1124,1
1125,TEST_1125,0
1126,TEST_1126,0
1127,TEST_1127,0
1128,TEST_1128,0
1129,TEST_1129,1
1130,TEST_1130,0
1131,TEST_1131,2
1132,TEST_1132,0
1133,TEST_1133,0
1134,TEST_1134,0
1135,TEST_1135,0
1136,TEST_1136,0
1137,TEST_1137,0
1138,TEST_1138,0
1139,TEST_1139,0
1140,TEST_1140,0
1141,TEST_1141,0
1142,TEST_1142,1
1143,TEST_1143,0
1144,TEST_1144,1
1145,TEST_1145,0
1146,TEST_1146,0
1147,TEST_1147,0
1148,TEST_1148,1
1149,TEST_1149,0
1150,TEST_1150,0
1151,TEST_1151,0
1152,TEST_1152,0
1153,TEST_1153,1
1154,TEST_1154,0
1155,TEST_1155,2
1156,TEST_1156,0
1157,TEST_1157,0
1158,TEST_1158,0
1159,TEST_1159,0
1160,TEST_1160,0
1161,TEST_1161,0
1162,TEST_1162,0
1163,TEST_1163,0
1164,TEST_1164,0
1165,TEST_1165,1
1166,TEST_1166,0
1167,TEST_1167,0
1168,TEST_1168,0
1169,TEST_1169,1
1170,TEST_1170,0
1171,TEST_1171,0
1172,TEST_1172,0
1173,TEST_1173,0
1174,TEST_1174,2
1175,TEST_1175,0
1176,TEST_1176,0
1177,TEST_1177,0
1178,TEST_1178,0
1179,TEST_1179,0
1180,TEST_1180,0
1181,TEST_1181,0
1182,TEST_1182,0
1183,TEST_1183,0
1184,TEST_1184,0
1185,TEST_1185,0
1186,TEST_1186,0
1187,TEST_1187,0
1188,TEST_1188,0
1189,TEST_1189,0
1190,TEST_1190,0
1191,TEST_1191,0
1192,TEST_1192,0
1193,TEST_1193,1
1194,TEST_1194,0
1195,TEST_1195,0
1196,TEST_1196,1
1197,TEST_1197,0
1198,TEST_1198,0
1199,TEST_1199,0
1200,TEST_1200,0
1201,TEST_1201,2
1202,TEST_1202,0
1203,TEST_1203,1
1204,TEST_1204,1
1205,TEST_1205,0
1206,TEST_1206,0
1207,TEST_1207,0
1208,TEST_1208,1
1209,TEST_1209,0
1210,TEST_1210,1
1211,TEST_1211,0
1212,TEST_1212,0
1213,TEST_1213,0
1214,TEST_1214,0
1215,TEST_1215,1
1216,TEST_1216,1
1217,TEST_1217,0
1218,TEST_1218,0
1219,TEST_1219,1
1220,TEST_1220,0
1221,TEST_1221,0
1222,TEST_1222,0
1223,TEST_1223,1
1224,TEST_1224,0
1225,TEST_1225,2
1226,TEST_1226,0
1227,TEST_1227,0
1228,TEST_1228,0
1229,TEST_1229,1
1230,TEST_1230,1
1231,TEST_1231,1
1232,TEST_1232,0
1233,TEST_1233,0
1234,TEST_1234,0
1235,TEST_1235,0
1236,TEST_1236,0
1237,TEST_1237,0
1238,TEST_1238,0
1239,TEST_1239,0
1240,TEST_1240,0
1241,TEST_1241,0
1242,TEST_1242,0
1243,TEST_1243,0
1244,TEST_1244,1
1245,TEST_1245,0
1246,TEST_1246,0
1247,TEST_1247,2
